MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,Temp3pm,RainToday,RainTomorrow,Location
0.061312485271631724,0.015535828897809304,-0.1883329663155442,-0.27067684515907614,-0.0706571827522576,0.10843130421885792,-0.4643106886389927,-0.5221146147850373,0
-0.5189644904313188,0.015535828897809304,-0.1883329663155442,0.2703517078075346,-0.0706571827522576,-0.16736136085954204,-0.4643106886389927,-0.5221146147850373,0
-1.7157857528186535,-1.1576417304688442,-0.1883329663155442,-0.0001625686757707736,-0.49792609035981744,-1.0198114165564167,-0.4643106886389927,-0.5221146147850373,0
-1.5888501643836335,-0.9699333209701795,-0.1883329663155442,-0.0001625686757707736,-0.4368876749873089,-0.8443069933247076,-0.4643106886389927,-0.5221146147850373,0
0.6234558054838647,1.1183227347024634,-0.1883329663155442,-0.2030482760382498,-0.13169559812476614,1.2617460854558058,-0.4643106886389927,-0.5221146147850373,0
-1.6069838198743502,-1.3218865887801756,-0.1883329663155442,-0.06779113779659711,-0.49792609035981744,-1.2203879002497986,-0.4643106886389927,-0.5221146147850373,0
-0.8816376002456625,0.3674890967078054,-0.1883329663155442,-0.33830541427990246,-1.0472718287123943,0.43436809022060413,-0.4643106886389927,-0.5221146147850373,0
-1.4437809204578957,-0.59451650197285,-0.1883329663155442,-0.2030482760382498,-0.9251949979673773,-0.4431540259379429,-0.4643106886389927,-0.5221146147850373,0
-0.8453702892642281,-0.8056884626588482,-0.1883329663155442,-0.0001625686757707736,-0.13169559812476614,-0.6437305096313253,-0.4643106886389927,-0.5221146147850373,0
0.9861289152982087,1.306031144201128,-0.1883329663155442,-0.13541970691742344,0.5397269709728278,1.161457843609114,-0.4643106886389927,-0.5221146147850373,0
0.6778567719560165,0.5786610573938035,-0.1883329663155442,-0.47356255252155516,0.29557330948279364,0.5095842716056226,-0.4643106886389927,1.9152882751840146,0
-0.7728356673013594,-0.4771987460361847,-0.1883329663155442,-0.9469625363673395,-0.25377242886978324,-0.26764960270623367,-0.4643106886389927,-0.5221146147850373,0
-1.4256472649671783,-0.9230062185955135,-0.1883329663155442,-0.33830541427990246,-0.8031181672223602,-0.744018751478016,-0.4643106886389927,-0.5221146147850373,0
-0.9179049112270969,0.32056199433313937,-0.1883329663155442,-0.47356255252155516,-1.1083102440849029,0.30900778791224026,-0.4643106886389927,-0.5221146147850373,0
-1.2443107100600064,-0.7352978090968488,-0.1883329663155442,-0.6088196907632079,-0.1927340134972747,-0.8693790537863798,-0.4643106886389927,-0.5221146147850373,0
-1.189909743587855,-0.4771987460361847,-0.1883329663155442,-0.6088196907632079,-0.4368876749873089,-0.3679378445529244,-0.4643106886389927,-0.5221146147850373,0
-1.5888501643836335,-1.298423037592842,-0.1883329663155442,-0.06779113779659711,-0.3148108442422918,-1.1702437793264528,-0.4643106886389927,-0.5221146147850373,0
-0.7184347008292078,-0.4302716436615187,-0.1883329663155442,0.3379802769283609,-0.0706571827522576,-0.1422893003978698,-0.4643106886389927,-0.5221146147850373,0
-0.2106923470891262,-0.26602678535018737,-0.09288802054278712,-0.9469625363673395,-0.9251949979673773,-0.3428657840912521,-0.4643106886389927,-0.5221146147850373,0
-0.8453702892642281,-0.6649071555348494,-0.11197700969733854,0.3379802769283609,0.051419647992759485,-0.8443069933247076,-0.4643106886389927,-0.5221146147850373,0
0.5327875280302787,-0.31295388772485333,-0.09288802054278712,-0.27067684515907614,-0.009618767379749057,-0.5183702073229614,-0.4643106886389927,1.9152882751840146,0
-1.679518441837219,-0.7118342579095154,-0.1883329663155442,0.1350945695658819,-0.4368876749873089,-0.6437305096313253,-0.4643106886389927,-0.5221146147850373,0
-1.2261770545692894,-0.9464697697828461,-0.15015498800644136,0.1350945695658819,-0.3148108442422918,-0.8192349328630344,-0.4643106886389927,-0.5221146147850373,0
1.113064503733229,1.5875937584491249,-0.1883329663155442,-0.6088196907632079,1.0280342939528961,1.136385783147442,-0.4643106886389927,-0.5221146147850373,0
1.113064503733229,1.4233489001377935,-0.13106599885188996,1.352408813740756,0.23453489411028514,1.562610810995879,-0.4643106886389927,-0.5221146147850373,0
0.42398559508597566,1.2121769394517963,-0.1883329663155442,-0.13541970691742344,-0.13169559812476614,1.412178448225842,-0.4643106886389927,-0.5221146147850373,0
-0.6277664233756218,-0.5710529507855174,-0.1883329663155442,0.2703517078075346,-0.3148108442422918,-0.6437305096313253,-0.4643106886389927,-0.5221146147850373,0
-1.3712462984950269,-0.6649071555348494,-0.1692439771609928,0.1350945695658819,-0.49792609035981744,-0.7189466910163437,-0.4643106886389927,-0.5221146147850373,0
-1.48004823143933,-0.7587613602841822,-0.1883329663155442,-0.06779113779659711,-0.3148108442422918,-0.6688025700929975,-0.4643106886389927,-0.5221146147850373,0
-0.8816376002456625,-0.6414436043475168,-0.1883329663155442,0.4056088460491873,-0.13169559812476614,-0.5685143282463068,-0.4643106886389927,-0.5221146147850373,0
-0.5189644904313188,-0.03139127347685667,-0.1883329663155442,-0.8793339672465131,-0.6810413364773431,0.08335924375718569,-0.4643106886389927,-0.5221146147850373,0
-1.0811078106435517,-0.8291520138461808,-0.1883329663155442,0.06746600044505556,-0.25377242886978324,-0.7189466910163437,-0.4643106886389927,-0.5221146147850373,0
-1.0992414661342689,-0.5710529507855174,-0.1883329663155442,-0.47356255252155516,-0.3758492596148003,-0.5183702073229614,-0.4643106886389927,-0.5221146147850373,0
