MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,Temp3pm,RainToday,RainTomorrow,Location
0.46511627906976744,0.3749999999999999,0.0,0.5443037974683544,0.46067415730337075,0.3886792452830188,0.0,0.0,0
0.3410852713178294,0.3749999999999999,0.0,0.6455696202531646,0.46067415730337075,0.34716981132075475,0.0,0.0,0
0.08527131782945736,0.1733870967741935,0.0,0.5949367088607596,0.38202247191011235,0.21886792452830184,0.0,0.0,0
0.11240310077519379,0.2056451612903225,0.0,0.5949367088607596,0.39325842696629215,0.24528301886792447,0.0,0.0,0
0.5852713178294574,0.564516129032258,0.0,0.5569620253164557,0.44943820224719105,0.5622641509433962,0.0,0.0,0
0.10852713178294573,0.14516129032258063,0.0,0.5822784810126582,0.38202247191011235,0.18867924528301883,0.0,0.0,0
0.26356589147286824,0.4354838709677419,0.0,0.5316455696202532,0.28089887640449435,0.4377358490566037,0.0,0.0,0
0.1434108527131783,0.2701612903225806,0.0,0.5569620253164557,0.30337078651685395,0.3056603773584905,0.0,0.0,0
0.2713178294573643,0.2338709677419354,0.0,0.5949367088607596,0.44943820224719105,0.2754716981132075,0.0,0.0,0
0.6627906976744187,0.596774193548387,0.0,0.569620253164557,0.5730337078651686,0.5471698113207546,0.0,0.0,0
0.5968992248062016,0.4717741935483871,0.0,0.5063291139240507,0.5280898876404494,0.4490566037735849,0.0,1.0,0
0.28682170542635654,0.29032258064516137,0.0,0.4177215189873418,0.42696629213483145,0.33207547169811313,0.0,0.0,0
0.14728682170542634,0.21370967741935476,0.0,0.5316455696202532,0.32584269662921345,0.260377358490566,0.0,0.0,0
0.2558139534883721,0.42741935483870963,0.0,0.5063291139240507,0.2696629213483146,0.4188679245283018,0.0,0.0,0
0.18604651162790697,0.24596774193548387,0.0,0.4810126582278481,0.43820224719101125,0.2415094339622641,0.0,0.0,0
0.19767441860465118,0.29032258064516137,0.0,0.4810126582278481,0.39325842696629215,0.3169811320754716,0.0,0.0,0
0.11240310077519379,0.14919354838709686,0.0,0.5822784810126582,0.41573033707865165,0.19622641509433958,0.0,0.0,0
